ID,Name,Country of Incorporation,Country of Incorporation,TRBC Economic Sector Name,GICS Sector Name,GICS Sector Name
ANGO.NS,Angel One Ltd,India,India,金融,Financials,Financials
HIKL.BO,Hi-Klass Trading and Investment Ltd,India,India,金融,Financials,Financials
SAPC.BO,SPA Capital Advisors Limited,India,India,金融,Financials,Financials
AARS.BO,AAR Shyam India Investment Company Ltd,India,India,金融,Financials,Financials
JYON.BO,Jyot International Marketing Ltd,India,India,金融,Financials,Financials
COKN.NS,Cox & Kings Financial Service Ltd,India,India,金融,Financials,Financials
SBIC.NS,SBI Cards and Payment Services Ltd,India,India,金融,Financials,Financials
EASF.NS,ESAF Small Finance Bank Limited,India,India,金融,Financials,Financials
ONEW.NS,360 One Wam Ltd,India,India,金融,Financials,Financials
IIFS.NS,IIFL Capital Services Ltd,India,India,金融,Financials,Financials
MUFI.NS,Mufin Green Finance Ltd,India,India,金融,Financials,Financials
UJJI.NS,Ujjivan Small Finance Bank Ltd,India,India,金融,Financials,Financials
CSBB.NS,CSB Bank Ltd,India,India,金融,Financials,Financials
COLA.BO,Colab Cloud Platforms Ltd,India,India,技術,Financials,Financials
HOME.NS,Home First Finance Company India Ltd,India,India,金融,Financials,Financials
EASN.BO,Easun Capital Markets Ltd,India,India,金融,Financials,Financials
ASSM.BO,Assam Entrade Ltd,India,India,金融,Financials,Financials
UTKR.NS,Utkarsh Small Finance Bank Ltd,India,India,金融,Financials,Financials
VARF.BO,Vardhan Capital and Finance Ltd,India,India,金融,Financials,Financials
LIFI.NS,Life Insurance Corporation Of India,India,India,金融,Financials,Financials
EQUI.NS,Equitas Small Finance Bank Ltd,India,India,金融,Financials,Financials
SURO.NS,Suryoday Small Finance Bank Ltd,India,India,金融,Financials,Financials
FINY.NS,Fino Payments Bank Ltd,India,India,金融,Financials,Financials
STAU.NS,Star Health and Allied Insurance Company Ltd,India,India,金融,Financials,Financials
AADA.NS,Aadhar Housing Finance Ltd,India,India,金融,Financials,Financials
NETO.NS,Network People Services Technologies Ltd,India,India,技術,Financials,Financials
ADIE.NS,Aditya Birla Sun Life AMC Ltd,India,India,金融,Financials,Financials
SUVD.NS,Suvidhaa Infoserve Ltd,India,India,技術,Financials,Financials
APTS.NS,Aptus Value Housing Finance India Ltd,India,India,金融,Financials,Financials
NORR.NS,Northern ARC Capital Ltd,India,India,金融,Financials,Financials
GREO.BO,Gretex Corporate Services Ltd,India,India,金融,Financials,Financials
ANAA.NS,Anand Rathi Wealth Ltd,India,India,金融,Financials,Financials
PBFI.NS,PB Fintech Ltd,India,India,技術,Financials,Financials
PRUE.NS,Prudent Corporate Advisory Services Ltd,India,India,金融,Financials,Financials
TRAC.NS,Tracxn Technologies Ltd,India,India,工業品,Financials,Financials
FUSN.NS,Fusion Finance Ltd,India,India,金融,Financials,Financials
ABAH.NS,Abans Holdings Ltd,India,India,金融,Financials,Financials
JANA.NS,Jana Small Finance Bank Ltd,India,India,金融,Financials,Financials
FEDB.NS,Fedbank Financial Services Ltd,India,India,金融,Financials,Financials
CPIA.NS,Capital Small Finance Bank Ltd,India,India,金融,Financials,Financials
FIVS.NS,Five-Star Business Finance Ltd,India,India,金融,Financials,Financials
KFIN.NS,Kfin Technologies Ltd,India,India,技術,Financials,Financials
GODG.NS,Go Digit General Insurance Ltd,India,India,金融,Financials,Financials
VEDT.BO,Vedant Asset Ltd,India,India,金融,Financials,Financials
DHAC.BO,Dharni Capital Services Ltd,India,India,金融,Financials,Financials
SBFC.NS,SBFC Finance Ltd,India,India,金融,Financials,Financials
MOSU.NS,MOS Utility Ltd,India,India,技術,Financials,Financials
AHIK.BO,Ashika Credit Capital Ltd,India,India,金融,Financials,Financials
AKMF.NS,Akme Fintrade India Ltd,India,India,金融,Financials,Financials
JIOF.NS,Jio Financial Services Ltd,India,India,金融,Financials,Financials
IDNI.NS,India Shelter Finance Corporation Ltd,India,India,金融,Financials,Financials
IBLF.NS,IBL Finance Ltd,India,India,技術,Financials,Financials
NUVA.NS,Nuvama Wealth Management Ltd,India,India,金融,Financials,Financials
AKIK.NS,Akiko Global Services Ltd,India,India,金融,Financials,Financials
PUNE.BO,Pune E - Stock Broking Ltd,India,India,金融,Financials,Financials
RNFI.NS,RNFI Services Ltd,India,India,技術,Financials,Financials
BAJO.NS,Bajaj Housing Finance Ltd,India,India,金融,Financials,Financials
BEAC.NS,Beacon Trusteeship Ltd,India,India,金融,Financials,Financials
SHSD.BO,Share Samadhan Ltd,India,India,金融,Financials,Financials
PURL.BO,Purple Finance Ltd,India,India,金融,Financials,Financials
NIVA.NS,Niva Bupa Health Insurance Company Ltd,India,India,金融,Financials,Financials
MYMU.NS,My Mudra Fincorp Ltd,India,India,金融,Financials,Financials
USHF.NS,Usha Financial Services Ltd,India,India,金融,Financials,Financials
8554.FU,Minami-Nippon Bank Ltd,Japan,Japan,金融,Financials,Financials
7337.T,Hirogin Holdings Inc,Japan,Japan,金融,Financials,Financials
5844.T,Kyoto Financial Group Inc,Japan,Japan,金融,Financials,Financials
7350.T,Okinawa Financial Group Inc,Japan,Japan,金融,Financials,Financials
8331.T,Chiba Bank Ltd,Japan,Japan,金融,Financials,Financials
8337.T,Chiba Kogyo Bank Ltd,Japan,Japan,金融,Financials,Financials
8544.T,Keiyo Bank Ltd,Japan,Japan,金融,Financials,Financials
8398.FU,Chikuho Bank Ltd,Japan,Japan,金融,Financials,Financials
5832.T,Chugin Financial Group Inc,Japan,Japan,金融,Financials,Financials
7327.T,Daishi Hokuetsu Financial Group Inc,Japan,Japan,金融,Financials,Financials
8601.T,Daiwa Securities Group Inc,Japan,Japan,金融,Financials,Financials
8593.T,Mitsubishi HC Capital Inc,Japan,Japan,金融,Financials,Financials
8541.T,Ehime Bank Ltd,Japan,Japan,金融,Financials,Financials
8362.T,Fukui Bank Ltd,Japan,Japan,金融,Financials,Financials
8334.T,Gunma Bank Ltd,Japan,Japan,金融,Financials,Financials
8359.T,Hachijuni Bank Ltd,Japan,Japan,金融,Financials,Financials
3113.T,UNIVA Oak Holdings Ltd,Japan,Japan,金融,Financials,Financials
7381.T,Hokkoku Financial Holdings Inc,Japan,Japan,金融,Financials,Financials
8386.T,Hyakujushi Bank Ltd,Japan,Japan,金融,Financials,Financials
8624.T,Ichiyoshi Securities Co Ltd,Japan,Japan,金融,Financials,Financials
8345.T,Bank of Iwate Ltd,Japan,Japan,金融,Financials,Financials
5830.T,Iyogin Holdings Inc,Japan,Japan,金融,Financials,Financials
8584.T,JACCS Co Ltd,Japan,Japan,金融,Financials,Financials
8511.T,Japan Securities Finance Co Ltd,Japan,Japan,金融,Financials,Financials
7380.T,Juroku Financial Group Inc,Japan,Japan,金融,Financials,Financials
8338.T,Tsukuba Bank Ltd,Japan,Japan,金融,Financials,Financials
8551.T,Kita-Nippon Bank Ltd,Japan,Japan,金融,Financials,Financials
8370.T,Kiyo Bank Ltd,Japan,Japan,金融,Financials,Financials
8617.T,Kosei Securities Co Ltd,Japan,Japan,金融,Financials,Financials
8252.T,Marui Group Co Ltd,Japan,Japan,金融,Financials,Financials
8613.T,Marusan Securities Co Ltd,Japan,Japan,金融,Financials,Financials
8393.T,Miyazaki Bank Ltd,Japan,Japan,金融,Financials,Financials
6993.T,Daikokuya Holdings Co Ltd,Japan,Japan,週期性消費品,Financials,Financials
8336.T,Musashino Bank Ltd,Japan,Japan,金融,Financials,Financials
8522.T,Bank of Nagoya Ltd,Japan,Japan,金融,Financials,Financials
8367.T,Nanto Bank Ltd,Japan,Japan,金融,Financials,Financials
8604.T,Nomura Holdings Inc,Japan,Japan,金融,Financials,Financials
8361.T,Ogaki Kyoritsu Bank Ltd,Japan,Japan,金融,Financials,Financials
8392.T,Oita Bank Ltd,Japan,Japan,金融,Financials,Financials
8609.T,Okasan Securities Group Inc,Japan,Japan,金融,Financials,Financials
8368.T,Hyakugo Bank Ltd,Japan,Japan,金融,Financials,Financials
8596.T,Kyushu Leasing Service Co Ltd,Japan,Japan,金融,Financials,Financials
8542.T,Tomato Bank Ltd,Japan,Japan,金融,Financials,Financials
9812.T,T.O. Holdings Co Ltd,Japan,Japan,週期性消費品,Financials,Financials
8559.FU,Howa Bank Ltd,Japan,Japan,金融,Financials,Financials
8622.T,Mito Securities Co Ltd,Japan,Japan,金融,Financials,Financials
8560.FU,Miyazaki Taiyo Bank Ltd,Japan,Japan,金融,Financials,Financials
8595.T,JAFCO Group Co Ltd,Japan,Japan,金融,Financials,Financials
8558.T,Towa Bank Ltd,Japan,Japan,金融,Financials,Financials
8508.T,J Trust Co Ltd,Japan,Japan,金融,Financials,Financials
8381.T,San-in Godo Bank Ltd,Japan,Japan,金融,Financials,Financials
8366.T,Shiga Bank Ltd,Japan,Japan,金融,Financials,Financials
8614.T,Toyo Securities Co Ltd,Japan,Japan,金融,Financials,Financials
8387.T,Shikoku Bank Ltd,Japan,Japan,金融,Financials,Financials
8616.T,Tokai Tokyo Financial Holdings Inc,Japan,Japan,金融,Financials,Financials
5103.T,Showa Holdings Co Ltd,Japan,Japan,非週期性消費品,Financials,Financials
8550.T,Tochigi Bank Ltd,Japan,Japan,金融,Financials,Financials
5831.T,Shizuoka Financial Group Inc,Japan,Japan,金融,Financials,Financials
8253.T,Credit Saison Co Ltd,Japan,Japan,金融,Financials,Financials
8346.T,Toho Bank Ltd,Japan,Japan,金融,Financials,Financials
8344.T,Yamagata Bank Ltd,Japan,Japan,金融,Financials,Financials
8358.T,Suruga Bank Ltd,Japan,Japan,金融,Financials,Financials
8360.T,Yamanashi Chuo Bank Ltd,Japan,Japan,金融,Financials,Financials
8364.T,Shimizu Bank Ltd,Japan,Japan,金融,Financials,Financials
8563.T,Daito Bank Ltd,Japan,Japan,金融,Financials,Financials
9679.T,Horai Co Ltd,Japan,Japan,非週期性消費品,Financials,Financials
8562.T,Fukushima Bank Ltd,Japan,Japan,金融,Financials,Financials
8585.T,Orient Corp,Japan,Japan,金融,Financials,Financials
8591.T,ORIX Corp,Japan,Japan,金融,Financials,Financials
8388.T,Awa Bank Ltd,Japan,Japan,金融,Financials,Financials
8341.T,77 Bank Ltd,Japan,Japan,金融,Financials,Financials
8343.T,Akita Bank Ltd,Japan,Japan,金融,Financials,Financials
8399.T,Bank of The Ryukyus Ltd,Japan,Japan,金融,Financials,Financials
8746.T,UNBANKED Inc,Japan,Japan,金融,Financials,Financials
8747.T,Yutaka Trusty Securities Co Ltd,Japan,Japan,金融,Financials,Financials
8383.T,Tottori Bank Ltd,Japan,Japan,金融,Financials,Financials
8572.T,Acom Co Ltd,Japan,Japan,金融,Financials,Financials
8566.T,Ricoh Leasing Co Ltd,Japan,Japan,金融,Financials,Financials
8365.T,Bank of Toyama Ltd,Japan,Japan,金融,Financials,Financials
8395.T,Bank of Saga Ltd,Japan,Japan,金融,Financials,Financials
8349.T,Tohoku Bank Ltd,Japan,Japan,金融,Financials,Financials
8301.T,Bank of Japan,Japan,Japan,金融,Financials,Financials
8537.T,Taiko Bank Ltd,Japan,Japan,金融,Financials,Financials
8570.T,Aeon Financial Service Co Ltd,Japan,Japan,金融,Financials,Financials
8518.T,Japan Asia Investment Co Ltd,Japan,Japan,金融,Financials,Financials
8515.T,Aiful Corp,Japan,Japan,金融,Financials,Financials
8742.T,Kobayashi Yoko Co Ltd,Japan,Japan,金融,Financials,Financials
8421.T,Shinkin Central Bank,Japan,Japan,金融,Financials,Financials
4765.T,SBI Global Asset Management Co Ltd,Japan,Japan,金融,Financials,Financials
8473.T,SBI Holdings Inc,Japan,Japan,金融,Financials,Financials
8306.T,Mitsubishi UFJ Financial Group Inc,Japan,Japan,金融,Financials,Financials
8628.T,Matsui Securities Co Ltd,Japan,Japan,金融,Financials,Financials
8524.T,North Pacific Bank Ltd,Japan,Japan,金融,Financials,Financials
8304.T,Aozora Bank Ltd,Japan,Japan,金融,Financials,Financials
8739.T,Sparx Group Co Ltd,Japan,Japan,金融,Financials,Financials
254A.T,AI Fusion Capital Group Corp,Japan,Japan,金融,Financials,Financials
8308.T,Resona Holdings Inc,Japan,Japan,金融,Financials,Financials
8309.T,Sumitomo Mitsui Trust Group Inc,Japan,Japan,金融,Financials,Financials
8766.T,Tokio Marine Holdings Inc,Japan,Japan,金融,Financials,Financials
8798.T,Advance Create Co Ltd,Japan,Japan,金融,Financials,Financials
4310.T,Dream Incubator Inc,Japan,Japan,工業品,Financials,Financials
8316.T,Sumitomo Mitsui Financial Group Inc,Japan,Japan,金融,Financials,Financials
8737.T,Akatsuki Corp,Japan,Japan,金融,Financials,Financials
8411.T,Mizuho Financial Group Inc,Japan,Japan,金融,Financials,Financials
8439.T,Tokyo Century Corp,Japan,Japan,金融,Financials,Financials
8377.T,Hokuhoku Financial Group Inc,Japan,Japan,金融,Financials,Financials
2388.T,Wedge Holdings Co Ltd,Japan,Japan,週期性消費品,Financials,Financials
8697.T,Japan Exchange Group Inc,Japan,Japan,金融,Financials,Financials
8795.T,T&D Holdings Inc,Japan,Japan,金融,Financials,Financials
8698.T,Monex Group Inc,Japan,Japan,金融,Financials,Financials
8425.T,Mizuho Leasing Co Ltd,Japan,Japan,金融,Financials,Financials
8699.T,HS Holdings Co Ltd,Japan,Japan,金融,Financials,Financials
8700.T,Maruhachi Securities Co Ltd,Japan,Japan,金融,Financials,Financials
8424.T,Fuyo General Lease Co Ltd,Japan,Japan,金融,Financials,Financials
2428.T,Wellnet Corp,Japan,Japan,工業品,Financials,Financials
8793.T,NEC Capital Solutions Ltd,Japan,Japan,金融,Financials,Financials
3769.T,GMO Payment Gateway Inc,Japan,Japan,工業品,Financials,Financials
8704.T,Traders Holdings Co Ltd,Japan,Japan,金融,Financials,Financials
8705.T,Nissan Securities Group Co Ltd,Japan,Japan,金融,Financials,Financials
8706.T,Kyokuto Securities Co Ltd,Japan,Japan,金融,Financials,Financials
8789.T,FinTech Global Inc,Japan,Japan,金融,Financials,Financials
8707.T,IwaiCosmo Holdings Inc,Japan,Japan,金融,Financials,Financials
8708.T,Aizawa Securities Group Co Ltd,Japan,Japan,金融,Financials,Financials
8416.T,Bank of Kochi Ltd,Japan,Japan,金融,Financials,Financials
3807.T,Fisco Ltd,Japan,Japan,工業品,Financials,Financials
8418.T,Yamaguchi Financial Group Inc,Japan,Japan,金融,Financials,Financials
2127.T,Nihon M&A Center Holdings Inc,Japan,Japan,工業品,Financials,Financials
2134.T,Kitahama Capital Partners Co Ltd,Japan,Japan,金融,Financials,Financials
8772.T,Asax Co Ltd,Japan,Japan,金融,Financials,Financials
8771.T,eGuarantee Inc,Japan,Japan,金融,Financials,Financials
8354.T,Fukuoka Financial Group Inc,Japan,Japan,金融,Financials,Financials
8732.T,Money Partners Group Co Ltd,Japan,Japan,金融,Financials,Financials
8410.T,Seven Bank Ltd,Japan,Japan,金融,Financials,Financials
3623.T,Billing System Corp,Japan,Japan,工業品,Financials,Financials
8725.T,MS&AD Insurance Group Holdings Inc,Japan,Japan,金融,Financials,Financials
3266.T,Fund Creation Group Co Ltd,Japan,Japan,金融,Financials,Financials
8713.T,Fidea Holdings Co Ltd,Japan,Japan,金融,Financials,Financials
8714.T,Senshu Ikeda Holdings Inc,Japan,Japan,金融,Financials,Financials
8715.T,Anicom Holdings Inc,Japan,Japan,金融,Financials,Financials
8750.T,Dai-ichi Life Holdings Inc,Japan,Japan,金融,Financials,Financials
8600.T,Tomony Holdings Inc,Japan,Japan,金融,Financials,Financials
8630.T,Sompo Holdings Inc,Japan,Japan,金融,Financials,Financials
7148.T,Financial Partners Group Co Ltd,Japan,Japan,金融,Financials,Financials
7150.T,Shimane Bank Ltd,Japan,Japan,金融,Financials,Financials
7157.T,Lifenet Insurance Co,Japan,Japan,金融,Financials,Financials
7161.T,Jimoto Holdings Inc,Japan,Japan,金融,Financials,Financials
7162.T,Astmax Co Ltd,Japan,Japan,公用事業,Financials,Financials
6178.T,Japan Post Holdings Co Ltd,Japan,Japan,金融,Financials,Financials
7164.T,Zenkoku Hosho Co Ltd,Japan,Japan,金融,Financials,Financials
950110.KQ,SBI FinTech Solutions Co Ltd,Japan,Japan,工業品,Financials,Financials
6080.T,M&A Capital Partners Co Ltd,Japan,Japan,金融,Financials,Financials
7167.T,Mebuki Financial Group Inc,Japan,Japan,金融,Financials,Financials
7172.T,Japan Investment Adviser Co Ltd,Japan,Japan,金融,Financials,Financials
7170.T,Chuou International Group Co Ltd,Japan,Japan,金融,Financials,Financials
7173.T,Tokyo Kiraboshi Financial Group Inc,Japan,Japan,金融,Financials,Financials
7175.T,Imamura Securities Co Ltd,Japan,Japan,金融,Financials,Financials
7176.T,Simplex Financial Holdings Co Ltd,Japan,Japan,金融,Financials,Financials
3454.T,First Brothers Co Ltd,Japan,Japan,金融,Financials,Financials
7177.T,GMO Financial Holdings Inc,Japan,Japan,金融,Financials,Financials
